filename,llava_7b_response
brit1.jpg,Da
brit10.jpg,Нет
brit2.jpg,Да
brit3.jpg,Да
brit4.jpg,Да
brit5.jpg,"Да (Да, на фото кошка"
brit6.jpg,"""Дa"""
brit7.jpg,"""Да"""
brit8.jpg,Da
brit9.jpg,Да.
brithard1.jpg,Da
brithard2.jpg,Нет
brithard3.jpg,Да
brithard4.jpg,Да
random1.jpg,Да
random2.jpg,Да.
random3.jpg,"""Дa"""
random4.jpg,"""Да"""
random5.jpg,Да
random6.jpg,"""Да"""
rus1.jpg,Да
rus2.jpg,Да
rus3.jpg,Да
rus4.jpg,Да
rus5.jpg,"""Да"""
scot1.jpg,Да
scot2.jpg,"""Да"""
scot3.jpg,Да
scot4.jpg,"""Да"""
scot5.jpg,Да
